lemma,learning_language,item
vivienda,es,living place
sala,es,living room
sala,pt,living room
salon,fr,living room
salón,es,living room
charger,fr,load
laden,de,load
last,de,load
brot,de,loaf
prestare,it,loan
local,es,local
local,fr,local
local,pt,local
locale,it,local
gemeinde,de,local community
localidade,pt,Locality
lage,de,location
localidad,es,location
standort,de,Location
stelle,de,location
schloss,de,lock
logique,fr,logic
logico,it,logical
lógico,es,logical
lógico,pt,logical
logistik,de,logistics
logo,de,logo
soledad,es,loneliness
comprido,pt,long
lang,de,long
lange,de,Long
largo,es,long
largo,pt,Long
long,fr,long
longo,pt,long
lungo,it,long
longtemps,fr,long time
blick,de,Look
guardare,it,look
mirada,es,look
mirar,es,look
olhada,pt,look
olhar,pt,look
olhe,pt,look
regard,fr,Look
schau,de,Look
anschauen,de,look at
ansehen,de,look at
betrachten,de,look at
chercher,fr,look for
ressembler,fr,look like
freuen,de,looking forward
perder,pt,lose
perder,es,lose
perdere,it,lose
perdre,fr,lose
verlieren,de,lose
verlust,de,loss
pérdida,es,lost
perdita,it,lost
lote,pt,lot
adorer,fr,love
amar,pt,love
amare,it,love
amor,es,love
amore,it,love
amour,fr,love
liebe,de,love
lieben,de,love
amoureux,fr,lover
fiancé,fr,Lover
baixo,pt,low
bajo,es,low
bas,fr,low
faible,fr,low
abbassare,it,lower
minuscolo,it,lowercase
chance,fr,luck
fortuna,it,luck
sorte,pt,luck
suerte,es,luck
fortunato,it,lucky
luis,fr,his
almoço,pt,lunch
almuerzo,es,lunch
déjeuner,fr,lunch
pranzo,it,lunch
macchina,it,machine
machine,fr,machine
máquina,es,machine
máquina,pt,machine
maschine,de,machine
folie,fr,madness
magazin,de,magazine
magazine,fr,magazine
revista,es,magazine
revista,pt,magazine
zeitschrift,de,magazine
magique,fr,Magic
magnifique,fr,magnificent
principal,fr,main
principal,pt,main
principale,it,main
principalement,fr,mainly
principalmente,es,mainly
principalmente,it,mainly
principalmente,pt,mainly
maintenir,fr,maintain
mantenimiento,es,maintenance
manutenção,pt,maintenance
pflege,de,maintenance
majeur,fr,major
maggioranza,it,majority
maioria,pt,Majority
faire,fr,make
mala,pt,Mala
hombre,es,man
homem,pt,man
homme,fr,man
man,de,Man
mann,de,man
uomo,it,man
management,de,management
gerente,pt,manager
manager,de,Manager
geschäftsführer,de,managing Director
manifestar,es,manifest
manifestación,es,manifestation
anleitung,de,manual
herstellung,de,Manufacture
hersteller,de,Manufacturer
molti,it,many
plusieurs,fr,many
tantos,pt,many
carte,fr,map
cartina,it,map
karte,de,map
mapa,es,Map
mapa,pt,map
mappa,it,map
mär,de,March
marchar,es,March
marco,pt,March
março,pt,March
mars,fr,March
märz,de,March
marzo,es,March
marzo,it,March
margen,es,margin
marin,fr,marine
marino,es,Marine
marcar,es,mark
mark,de,mark
markieren,de,mark
feira,pt,market
markt,de,market
mercado,es,market
puesto,es,Market Stall
marketing,de,marketing
mercado,pt,Marketplace
marmellata,it,marmalade
casamento,pt,marriage
matrimonio,es,marriage
matrimonio,it,marriage
marier,fr,marry
pure,it,mashed potato
masque,fr,mask
gewicht,de,mass
maître,fr,master
meister,de,master
correspondre,fr,Match
entsprechen,de,match
partido,es,match
material,de,material
material,es,material
matière,fr,Material
matemática,pt,mathematics
mathematik,de,mathematics
materia,es,matter
matéria,pt,Matter
maximal,de,maximum
maximal,fr,Maximum
máximo,es,maximum
máximo,pt,maximum
maximum,fr,maximum
maggio,it,May
mai,de,May
mai,fr,may
maio,pt,May
mayo,es,may
magari,it,maybe
quizá,es,Maybe
quizás,es,maybe
vielleicht,de,maybe
alcalde,es,mayor
maire,fr,mayor
me,fr,me
me,pt,me
mi,it,me
mim,pt,me
moi,fr,me
pasto,it,meal
refeição,pt,meal
repas,fr,meal
meinen,de,mean
significar,pt,mean
significare,it,mean
signifier,fr,mean
significado,es,meaning
signification,fr,meaning
significato,it,meaning
maß,de,Measure
maßnahme,de,measure
medida,es,measure
medida,pt,Measure
misura,it,measure
mesure,fr,measured
messen,de,Measuring
carne,es,meat
carne,it,meat
carne,pt,meat
fleisch,de,meat
viande,fr,meat
meccanico,it,mechanic
mécanique,fr,mechanical
mécanisme,fr,mechanism
mecanismo,es,mechanism
vermittlung,de,Mediation
médecine,fr,medicine
medicamento,pt,Medicine
medicina,es,medicine
medicina,pt,medicine
medizin,de,medicine
remédio,pt,medicine
meditation,de,meditation
médio,pt,medium
medium,de,medium
mittel,de,medium
atender,pt,Meet
encontrar,pt,meet
incontrare,it,meet
rencontre,fr,meet
rencontrer,fr,meet
treffen,de,meet
revoir,fr,meet again
junta,es,meeting
reunião,pt,meeting
reunión,es,meeting
réunion,fr,meeting
séance,fr,meeting
sitzung,de,meeting
termin,de,meeting
treff,de,Meeting
integrante,es,member
membre,fr,member
membro,it,member
membro,pt,member
mitglied,de,member
mémoire,fr,memory
memoria,es,memory
memória,pt,memory
recuerdo,es,memory
souvenir,fr,memory
erwähnen,de,mention
menu,fr,menu
menu,it,menu
menú,es,menu
menü,de,menu
mériter,fr,merit
mensagem,pt,message
mensaje,es,message
message,fr,message
nachricht,de,message
metal,pt,metal
métal,fr,metal
metall,de,metal
meter,de,meter
metro,es,meter
metro,it,meter
methode,de,method
méthode,fr,method
método,es,method
método,pt,method
mètre,fr,Metre
métro,fr,Metro
messicano,it,Mexican
mexicano,es,Mexican
mexicano,pt,Mexican
mediodía,es,midday
midi,fr,midday
milieu,fr,middle
mezzanotte,it,midnight
minuit,fr,midnight
mil,fr,Mil
miglio,it,mile
milha,pt,mile
militaire,fr,military
militar,es,military
militar,pt,military
lait,fr,milk
latte,it,milk
leche,es,milk
leite,pt,milk
milch,de,milk
milhão,pt,million
milione,it,million
million,de,million
million,fr,million
millón,es,million
esprit,fr,mind
mente,es,mind
mien,fr,mine
mini,de,mini
minimo,it,minimum
mínimo,es,minimum
mínimo,pt,minimum
minimum,fr,minimum
ministre,fr,Minister
ministro,es,Minister
ministerio,es,ministry
ministerium,de,Ministry
minute,de,minute
minute,fr,minute
minuto,es,minute
minuto,it,minute
minuto,pt,minute
espejar,es,mirror
espejo,es,mirror
espelho,pt,mirror
miroir,fr,mirror
specchio,it,mirror
spiegel,de,mirror
mancare,it,miss
manquer,fr,Miss
misión,es,mission
mission,fr,mission
sbagliato,it,mistaken
mezclar,es,Mix
misturar,pt,mix
mélange,fr,mixed
mezcla,es,mixture
handy,de,mobile
mobile,it,mobile
móvel,pt,mobile
modo,es,mode
modo,pt,mode
modèle,fr,model
modell,de,model
modelo,es,model
modern,de,modern
moderne,fr,modern
moderno,es,modern
moderno,it,modern
moderno,pt,modern
änderung,de,modification
modul,de,module
úmido,pt,Moist
mamá,es,mom
mamãe,pt,mom
maman,fr,mom
mamma,it,mom
moment,de,moment
moment,fr,moment
momento,es,moment
momento,it,moment
lundi,fr,Monday
lunedì,it,Monday
lunes,es,Monday
montag,de,Monday
segunda-feira,pt,Monday
argent,fr,money
dinero,es,money
dinheiro,pt,money
geld,de,money
monitor,de,monitor
überwachung,de,monitoring
macaco,pt,monkey
singe,fr,monkey
montaña,es,Montana
mes,es,month
mês,pt,month
mese,it,month
mois,fr,month
monat,de,month
mensal,pt,monthly
mensilmente,it,monthly
humeur,fr,mood
lua,pt,moon
luna,es,Moon
lune,fr,Moon
mond,de,moon
morale,fr,Morality
davantage,fr,More
mais,pt,more
mehr,de,more
più,it,more
plus,fr,more
oltretutto,it,Moreover
mañana,es,morning
manhã,pt,morning
matin,fr,morning
mattina,it,morning
mosca,it,Moscow
moschee,de,mosque
mayoría,es,most
provavelmente,pt,most likely
meist,de,Mostly
meistens,de,mostly
soprattutto,it,mostly
surtout,fr,mostly
madre,es,mother
madre,it,mother
mãe,pt,mother
mère,fr,mother
mutter,de,mother
motivar,es,motivate
motiver,fr,motivate
moto,pt,Moto
motor,es,motor
motor,pt,motor
moto,fr,motorbike
moto,es,motorcycle
motocicleta,pt,motorcycle
motocicletta,it,motorcycle
motto,de,motto
montar,pt,Mount
monte,pt,Mount
berg,de,mountain
montagne,fr,Mountain
montanha,pt,mountain
monte,es,mountain
sommet,fr,Mountain peak
maus,de,mouse
rato,pt,mouse
souris,fr,mouse
topo,it,mouse
boca,es,mouth
bewegen,de,move
bewegung,de,Move
bouger,fr,move
mover,pt,move
spostare,it,move
umzug,de,move
mouvement,fr,movement
movimento,it,movement
movimento,pt,movement
movimiento,es,movement
film,de,Movie
film,fr,movie
filme,pt,movie
película,es,movie
kino,de,movie theater
avancer,fr,moving forward
senhor,pt,Mr
señor,es,Mr
frau,de,Mrs
madame,fr,Mrs
muito,pt,much
tanto,it,much
münster,de,Muenster
multiple,fr,multiple
múltiple,es,multiple
múltiplo,pt,multiple
municipal,es,municipal
municipio,es,municipality
asesinato,es,murder
muscolo,it,muscle
músculo,pt,muscle
museo,es,Museum
museo,it,museum
museu,pt,museum
museum,de,museum
música,es,music
musik,de,music
musique,fr,music
musical,de,musical
musical,es,musical
musicista,it,musician
musiker,de,Musician
falloir,fr,Must
mein,de,my
meu,pt,my
mí,es,my
mia,it,my
miei,it,my
mio,it,my
mon,fr,my
mío,es,my own
me,it,myself
mystère,fr,mystery
unghia,it,nail
nu,fr,naked
nom,fr,name
nome,it,Name
nome,pt,name
étroit,fr,narrow
nação,pt,nation
nación,es,nation
nation,fr,nation
nazione,it,nation
nacional,es,national
nacional,pt,national
national,de,national
national,fr,national
nazionale,it,national
natural,es,natural
natural,pt,Natural
naturale,it,natural
naturel,fr,natural
naturalmente,es,naturally
naturalmente,it,naturally
naturellement,fr,naturally
natürlich,de,Naturally
natur,de,nature
naturaleza,es,nature
nature,fr,nature
natureza,pt,nature
près,fr,near
auprès,fr,nearby
fast,de,nearly
nahezu,de,nearly
quasiment,fr,nearly
forcément,fr,necessarily
necesariamente,es,necessarily
necessariamente,it,necessarily
necesario,es,necessary
nécessaire,fr,necessary
necessario,it,necessary
notwendig,de,necessary
cou,fr,neck
cuello,es,neck
hals,de,neck
pescoço,pt,neck
benötigen,de,need
besoin,fr,need
bisogno,it,need
brauchen,de,need
necesidad,es,need
necesitar,es,need
necessidade,pt,need
necessità,it,need
precisar,pt,need
preciso,pt,need
négatif,fr,negative
negativo,es,negative
negativo,it,negative
negociación,es,negotiation
vizinho,pt,neighbor
bairro,pt,neighborhood
barrio,es,neighborhood
vecino,es,Neighbour
voisin,fr,Neighbour
né,it,neither
neanche,it,neither
nem,pt,Neither
neppure,it,neither
ni,es,neither
tampoco,es,neither
weder,de,neither
neveu,fr,nephew
sobrinho,pt,nephew
nerveux,fr,nervous
nervioso,es,nervous
nervoso,it,nervous
net,fr,net
red,es,net
netz,de,network
rede,pt,network
réseau,fr,network
rete,it,network
jamais,fr,never
jamás,es,Never
mai,it,never
nie,de,never
nunca,es,never
nunca,pt,never
trotzdem,de,Nevertheless
neu,de,New
neuf,fr,new
nouveau,fr,new
nouvelle,fr,new
novo,pt,new
nuevo,es,new
nuovo,it,new
neuheiten,de,new hits
recién,es,newly
noticia,es,News
notícia,pt,news
giornale,it,newspaper
jornal,pt,newspaper
journal,fr,newspaper
periódico,es,Newspaper
zeitung,de,newspaper
neben,de,Next
prochain,fr,next
prossimo,it,next
próximo,es,next
próximo,pt,next
lendemain,fr,next day
gentil,fr,nice
nacht,de,night
noche,es,night
noite,pt,night
notte,it,night
nuit,fr,night
neun,de,nine
nove,it,nine
nove,pt,nine
nueve,es,nine
dezenove,pt,nineteen
diciannove,it,nineteen
novanta,it,ninety
noventa,pt,ninety
quatre-vingt-dix,fr,ninety
nono,it,ninth
nono,pt,ninth
aucun,fr,no
kein,de,no
não,pt,no
nein,de,No
no,it,No
non,fr,no
nul,fr,no
spätestens,de,no later than
egal,de,no matter
nadie,es,no one
ninguém,pt,no one
personne,fr,no one
niemals,de,No way
nessuno,it,nobody
niemand,de,nobody
bruit,fr,noise
ruido,es,noise
ruído,pt,noise
barulhento,pt,noisy
bruyant,fr,noisy
rumoroso,it,noisy
nenhum,pt,none
nudel,de,noodle
mezzogiorno,it,noon
mittag,de,Noon
normal,de,normal
normal,es,normal
normal,fr,normal
normale,it,normal
normalement,fr,normally
normalmente,it,normally
normalmente,pt,normally
nord,fr,North
nord,it,north
norden,de,north
norte,es,north
norte,pt,north
norte-americano,pt,North American
norteamericano,es,North American
nariz,es,nose
nez,fr,nose
nicht,de,Not
non,it,not
not,de,Not
pas,fr,not
falsch,de,not correct
nemmeno,it,not even
beachten,de,note
constater,fr,Note
hinweis,de,Note
nota,es,note
note,fr,note
notiz,de,note
observação,pt,Note
remarquer,fr,note
nada,es,nothing
nichts,de,Nothing
nulla,it,nothing
rien,fr,nothing
merken,de,notice
nota,pt,notice
benachrichtigen,de,Notification
mitteilung,de,Notification
notion,fr,notion
novela,es,novel
roman,fr,novel
november,de,November
novembre,fr,November
novembre,it,November
novembro,pt,November
noviembre,es,November
adesso,it,now
agora,pt,now
ahora,es,now
désormais,fr,Now
jetzt,de,now
maintenant,fr,now
nun,de,now
ora,it,Now
nucléaire,fr,nuclear
anzahl,de,number
nombre,fr,number
numero,it,number
numéro,fr,number
número,es,number
número,pt,number
nummer,de,number
zahl,de,number
zahlen,de,numbers
nombreux,fr,numerous
numeroso,es,numerous
numeroso,it,numerous
numeroso,pt,numerous
zahlreich,de,Numerous
enfermeiro,pt,nurse
infermiere,it,nurse
ernährung,de,nutrition
noix,fr,nuts
o,pt,O
odio,it,O God
objekt,de,object
objet,fr,object
objeto,es,object
objeto,pt,object
oggetto,it,object
objetivo,es,objective
objetivo,pt,objective
obligar,es,obligate
obligación,es,obligation
obrigação,pt,obligation
observación,es,observation
beobachten,de,observe
observar,es,observe
observar,pt,observe
évidemment,fr,Obviously
ovviamente,it,obviously
ocasião,pt,occasion
ocupação,pt,occupation
occuper,fr,occupy
ocupar,es,occupy
ocurrir,es,occur
océan,fr,ocean
octobre,fr,October
octubre,es,October
oktober,de,October
ottobre,it,October
outubro,pt,October
óculo,pt,eye
olor,es,odor
odeur,fr,Odour
de,fr,of
di,it,of
certamente,it,of course
certo,it,of course
eintritt,de,Of course
selbstverständlich,de,Of course
der,de,of the
vertreten,de,Of the company
darstellen,de,Of the population
wovon,de,Of which
tuyo,es,of yours
hors,fr,Off
anbieten,de,offer
angebot,de,offer
bieten,de,Offer
oferecer,pt,offer
oferta,es,offer
offrir,fr,offer
offrire,it,offer
ofrecer,es,offer
angeboten,de,Offered
amt,de,Office
bureau,fr,office
büro,de,office
escritório,pt,office
oficina,es,office
fonctionnaire,fr,official
funcionario,es,official
funzionario,it,official
oficial,es,official
oft,de,often
souvent,fr,often
spesso,it,often
aceite,es,oil
huile,fr,oil
öl,de,oil
óleo,pt,oil
olio,it,oil
pétrole,fr,oil
tá,pt,OK
d'accord,fr,Okay
alt,de,old
antigo,pt,old
antiguo,es,old
vecchio,it,old
velho,pt,old
vieil,fr,old
viejo,es,old
vieux,fr,old
alter,de,older
azeite,pt,olive oil
auf,de,on
ein,de,on
sobre,es,on
su,it,on
aqui,pt,on here
drauf,de,On it
unterwegs,de,on road
dagegen,de,on the other hand
hingegen,de,on the other hand
einmal,de,once
eins,de,one
quello,it,one
um,pt,one
uno,es,one
único,pt,one of a kind
mil,es,one thousand
mille,it,one thousand
cebola,pt,onion
cebolla,es,onion
cipolla,it,onion
oignon,fr,onion
einzig,de,only
seulement,fr,only
só,pt,only
solamente,es,only
solamente,it,only
solo,it,only
soltanto,it,only
somente,pt,only
unicamente,it,only
únicamente,es,only
único,es,only
uniquement,fr,only
aberto,pt,Open
abierto,es,open
abrir,es,open
abrir,pt,Open
aperto,it,open
aprire,it,open
eröffnen,de,open
offen,de,open
öffnen,de,open
ouvert,fr,open
ouvrir,fr,open
apertura,es,opening
eröffnung,de,opening
öffnung,de,opening
ópera,es,Opera
exploitation,fr,Operation
fonctionnement,fr,operation
operação,pt,operation
operación,es,operation
meinung,de,opinion
opinião,pt,opinion
opinion,fr,opinion
opinión,es,opinion
gegner,de,opponent
gelegenheit,de,opportunity
occasion,fr,opportunity
occasione,it,opportunity
oportunidad,es,opportunity
oportunidade,pt,opportunity
contraire,fr,opposite
entgegen,de,opposite
oposición,es,opposition
opposition,fr,opposition
optik,de,optics
optimal,de,Optimally
opção,pt,option
opción,es,option
option,de,option
option,fr,option
ni,fr,or
o,es,or
o,it,or
oder,de,or
oppure,it,or
ou,fr,or
ou,pt,or
où,fr,or
arancia,it,Orange
arancione,it,Orange
laranja,pt,orange
naranja,es,orange
orange,de,orange
orange,fr,orange
orquesta,es,orchestra
bestellen,de,order
bestellung,de,Order
commander,fr,order
orden,es,order
ordnung,de,order
ordre,fr,order
ordinaire,fr,ordinary
organe,fr,Organ
órgano,es,organ
órgão,pt,organ
organismo,es,organism
organisation,de,organization
organisation,fr,organization
organisme,fr,organization
organización,es,organization
organiser,fr,organize
veranstalter,de,organizer
orientación,es,orientation
orientation,fr,orientation
herkunft,de,origin
origen,es,origin
origine,fr,origin
origine,it,origin
original,de,original
original,es,original
original,fr,original
original,pt,original
originale,it,original
altro,it,other
autre,fr,other
autrement,fr,other
autrui,fr,Other
otro,es,other
outro,pt,other
ansonsten,de,otherwise
sonst,de,otherwise
nosso,pt,our
nostra,it,our
nostre,it,our
nostri,it,our
nostro,it,our
notre,fr,our
nôtre,fr,our
nuestro,es,our
unser,de,our
aus,de,out
fora,pt,out
fuori,it,out
heraus,de,out
hinaus,de,Out
prise,fr,Out
raus,de,Out
exterior,pt,Outdoor
ausgabe,de,output
saída,pt,output
außen,de,Outside
dehors,fr,outside
extérieur,fr,outside
forno,it,oven
forno,pt,oven
four,fr,oven
horno,es,oven
oltre,it,over
lá,pt,over there
superar,es,overcome
überblick,de,overview
dever,pt,owe
hibou,fr,owl
poseer,es,own
posséder,fr,own
propio,es,own
proprio,it,own
dono,pt,owner
dueño,es,owner
eigentümer,de,owner
inhaber,de,owner
propriétaire,fr,owner
rythme,fr,pace
arrumar,pt,pack
paket,de,package
paquet,fr,package
verpackung,de,packaging
auflage,de,Pad
page,fr,page
pagina,it,page
página,es,page
página,pt,page
seite,de,page
dolor,es,pain
douleur,fr,pain
souffrance,fr,pain
dipingere,it,paint
pintor,es,painter
pintor,pt,painter
peinture,fr,painting
pintura,es,painting
pintura,pt,painting
paar,de,pair
paio,it,pair
paire,fr,pair
par,es,pair
par,pt,pair
palacio,es,palace
palácio,pt,palace
palais,fr,palace
palazzo,it,palace
panorama,de,panorama
panorama,es,panorama
calças,pt,pants
pantalón,es,pants
pantalone,it,pants
carta,it,paper
papel,es,paper
papel,pt,paper
papier,de,paper
papier,fr,paper
paradis,fr,paradise
absatz,de,paragraph
paragrafo,it,paragraph
parágrafo,pt,paragraph
parameter,de,parameter
genitore,it,parent
parent,fr,Parent
eltern,de,parent
país,pt,parent
paris,fr,Paris
parís,es,Paris
estacionar,pt,park
parc,fr,Park
parcheggiare,it,park
parco,it,park
park,de,park
parque,es,Park
parque,pt,park
parlamento,es,parliament
parte,es,part
parte,it,part
parte,pt,part
partie,fr,part
teil,de,part
beteiligen,de,participate
mitmachen,de,participate
participar,pt,participate
beteiligung,de,Participation
teilnahme,de,participation
particolare,it,particular
particular,es,particular
particulier,fr,particular
particolarmente,it,particularly
particularmente,es,particularly
particulièrement,fr,particularly
partner,de,partner
socio,es,partner
sócio,pt,partner
festa,it,party
festa,pt,party
fête,fr,Party
fiesta,es,party
partei,de,party
party,de,party
passar,pt,pass
passare,it,pass
passer,fr,pass
passage,fr,passage
passageiro,pt,passenger
passeggero,it,passenger
paixão,pt,passion
pasión,es,passion
passion,fr,passion
passione,it,passion
passaporte,pt,passport
passaporto,it,passport
senha,pt,password
pasado,es,past
vergangen,de,past
vergangenheit,de,past
vorbei,de,past
massa,pt,pasta
pasta,es,pasta
pasta,it,pasta
pastar,es,pasture
camino,es,path
chemin,fr,path
weg,de,path
patience,fr,patience
paciente,es,patient
paciente,pt,patient
patient,de,patient
patient,fr,patient
paziente,it,patient
patrimônio,pt,patrimony
pausa,es,pause
pause,fr,pause
bezahlen,de,pay
bezahlung,de,pay
pagar,es,pay
pagar,pt,pay
pagare,it,Pay
payer,fr,pay
zahlung,de,payment
paix,fr,peace
paz,es,peace
paz,pt,peace
pêche,fr,peach
bolígrafo,es,pen
caneta,pt,pen
penna,it,pen
stift,de,pen
stylo,fr,pen
lápis,pt,pencil
matita,it,pencil
anhänger,de,pendant
pendiente,es,pending
pingüino,es,penguin
pension,de,pension
gens,fr,people
gente,es,people
gente,it,people
gente,pt,people
leute,de,People
peuple,fr,people
popolo,it,people
povo,pt,people
pepe,it,pepper
poivre,fr,pepper
por,pt,per
pôr,pt,per
prozent,de,percent
porcentaje,es,percentage
percepção,pt,perception
percepción,es,perception
parfait,fr,perfect
perfecto,es,perfect
perfeito,pt,Perfect
perfekt,de,Perfect
perfetto,it,perfect
parfaitement,fr,perfectly
perfectamente,es,perfectly
perfettamente,it,perfectly
realizar,es,perform
actuación,es,performance
rendimiento,es,performance
parfum,fr,perfume
eventuell,de,perhaps
forse,it,perhaps
quiçá,pt,perhaps
talvez,pt,perhaps
période,fr,period
periodo,es,period
periodo,it,period
período,es,period
período,pt,period
zeitraum,de,Period
permiso,es,permission
permission,fr,permission
person,de,person
persona,es,person
persona,it,person
pessoa,pt,person
personal,es,personal
personalidad,es,personality
personalità,it,personality
personnalité,fr,personality
persönlich,de,personally
perspectiva,es,perspective
perspectiva,pt,perspective
perspective,fr,perspective
petición,es,petition
petróleo,es,Petroleum
apotheke,de,pharmacy
fase,es,phase
fase,it,phase
fase,pt,phase
phase,de,phase
fenomeno,it,phenomenon
fenómeno,es,phenomenon
fenômeno,pt,phenomenon
filosofia,pt,philosophy
filosofía,es,philosophy
philosophie,de,philosophy
philosophie,fr,philosophy
telefon,de,phone
telefonar,pt,phone
telefone,pt,phone
telefonieren,de,phone
telefono,it,phone
teléfono,es,phone
téléphone,fr,phone
telefonema,pt,phone call
foto,de,photo
foto,es,Photo
photo,de,photo
photo,fr,Photo
foto,pt,Photograph
fotografar,pt,photograph
fotografare,it,photograph
photographier,fr,photograph
fotografia,it,photography
fotografia,pt,photography
fotografía,es,Photography
fotografie,de,photography
frase,it,phrase
frase,pt,phrase
física,es,physical
fisico,it,physical
físico,es,physical
physique,fr,physical
physik,de,physics
piano,fr,piano
piano,pt,piano
cuadro,es,picture
image,fr,picture
morceau,fr,piece
pedaço,pt,piece
pezzo,it,piece
pièce,fr,piece
pieza,es,piece
stück,de,piece
pierre,fr,Pierre
cochon,fr,pig
maiale,it,pig
porco,pt,pig
pilar,es,pillar
cuscino,it,pillow
oreiller,fr,pillow
travesseiro,pt,pillow
pilota,it,pilot
abacaxi,pt,pineapple
rosa,es,pink
rosa,it,pink
rosa,pt,pink
rose,fr,pink
dommage,fr,pity
colocar,es,place
colocar,pt,place
lieu,fr,place
lugar,es,place
lugar,pt,place
luogo,it,place
ort,de,place
placer,fr,place
platz,de,place
poner,es,place
porre,it,place
posto,it,place
pianificare,it,plan
piano,it,plan
plan,de,plan
plan,es,plan
plan,fr,plan
planejar,pt,plan
planen,de,plan
plano,pt,plan
aereo,it,plane
avion,fr,plane
planet,de,planet
planeta,es,planet
planeta,pt,planet
planète,fr,planet
planung,de,planning
pflanze,de,plant
planta,es,plant
planta,pt,plant
planter,fr,plant
werk,de,plant
kunststoff,de,plastic
plástico,pt,plastic
plastique,fr,plastic
assiette,fr,plate
plaque,fr,plate
plato,es,plate
teller,de,Plate
abspielen,de,play
giocare,it,play
jogar,pt,play
joue,fr,play
jouer,fr,play
jugar,es,play
spielen,de,play
suonare,it,play
giocatore,it,player
jogador,pt,player
joueur,fr,player
jugador,es,player
spieler,de,player
agréable,fr,pleasant
plaire,fr,please
por favor,es,please
freude,de,pleasure
lust,de,Pleasure
piacere,it,pleasure
placer,es,pleasure
plaisir,fr,pleasure
idraulico,it,plumber
más,es,plus
plus,de,plus
poche,fr,poached
bolso,pt,pocket
tasca,it,pocket
poème,fr,poem
poeta,es,poet
poesia,pt,poetry
poesía,es,poetry
poésie,fr,poetry
apontar,pt,point
point,fr,point
punkt,de,Point
punto,es,point
punto,it,point
punkten,de,point
police,fr,police
policía,es,police
polícia,pt,police
polizei,de,police
policier,fr,police officer
poliziotto,it,policeman
politique,fr,policy
político,es,political
politisch,de,politically
política,es,politics
politik,de,politics
granada,es,pomegranate
piscina,it,pool
pauvre,fr,poor
pobre,es,poor
pobre,pt,poor
povero,it,poor
papà,it,Pope
beliebt,de,popular
célèbre,fr,popular
popolare,it,popular
populaire,fr,popular
popular,es,popular
popular,pt,popular
bevölkerung,de,population
población,es,population
popolazione,it,population
população,pt,population
population,fr,population
porc,fr,pork
porto,it,port
puerto,es,port
portrait,fr,portrait
portoghese,it,Portuguese
plantear,es,pose
poser,fr,pose
cargo,es,position
posición,es,position
position,de,position
position,fr,position
posizione,it,position
postura,es,position
stellung,de,position
positif,fr,positive
positiv,de,positive
positivo,es,positive
positivo,it,positive
positivo,pt,positive
möglichkeiten,de,possibility
möglichkeit,de,possibility
posibilidad,es,possibility
possibilidade,pt,possibility
possibilità,it,possibility
possibilité,fr,possibility
möglich,de,possible
posible,es,possible
possibile,it,possible
possible,fr,possible
possível,pt,possible
gegebenenfalls,de,possibly
posiblemente,es,possibly
possibilmente,it,possibly
post,de,post
poste,fr,Post
posten,de,Post
publicar,es,post
affiche,fr,Poster
posteriormente,it,posteriorly
carteiro,pt,postman
facteur,fr,postman
postino,it,postman
postura,pt,posture
pot,fr,pot
batata,pt,potato
kartoffel,de,potato
patata,it,potato
potencial,es,potential
pobreza,es,poverty
poudre,fr,powder
forza,it,power
leistung,de,power
macht,de,power
poder,es,power
poder,pt,power
potencia,es,power
potere,it,power
pouvoir,fr,power
potência,pt,power rating
puissant,fr,powerful
prácticamente,es,practically
praktisch,de,practically
praticamente,it,practically
pratiquement,fr,Practically
práctica,es,practice
pratica,it,practice
praticar,pt,practice
praxis,de,practice
lob,de,praise
beten,de,pray
pregare,it,pray
gebet,de,prayer
précieux,fr,precious
précisément,fr,precisely
précision,fr,precision
bevorzugen,de,prefer
préférer,fr,prefer
preferir,pt,prefer
preferire,it,prefer
vorwahl,de,prefix
schwanger,de,pregnant
premiere,de,premiere
prémio,pt,premium
preparación,es,preparation
préparation,fr,preparation
vorbereitung,de,preparation
preparar,es,prepare
préparer,fr,prepare
présence,fr,presence
presencia,es,presence
presenza,it,presence
geschenk,de,present
präsentieren,de,present
présent,fr,Present
presentar,es,present
présenter,fr,present
apresentação,pt,presentation
darstellung,de,presentation
präsentation,de,presentation
presentación,es,presentation
presentazione,it,presentation
presidencia,es,presidency
vorsitz,de,Presidency
präsident,de,president
président,fr,President
presidente,es,President
presidencial,es,presidential
drucken,de,press
drücken,de,press
imprensa,pt,press
prensa,es,press
presse,de,Press
presse,fr,press
pulsar,pt,press
druck,de,pressure
presión,es,Pressure
pressão,pt,pressure
pression,fr,pressure
prestigio,es,prestige
pretender,es,pretend
joli,fr,pretty
empêcher,fr,prevent
impedir,es,prevent
prévenir,fr,prevent
verhindern,de,prevent
vorschau,de,preview
previo,es,previous
vorherig,de,previous
antérieurement,fr,Previously
anteriormente,es,previously
anteriormente,it,previously
anteriormente,pt,previously
préalablement,fr,Previously
precedentemente,it,previously
previamente,es,previously
precio,es,price
preis,de,price
prix,fr,price
primaire,fr,primary
prince,fr,prince
príncipe,pt,Prince
diretor,pt,principal
principal,es,principal
grundsatz,de,principle
principe,fr,principle
princípio,pt,principle
prinzip,de,principle
imprimir,pt,print out
drucker,de,printer
prigione,it,prison
prisão,pt,prison
prisión,es,prison
preso,es,prisoner
prisonnier,fr,prisoner
privado,es,private
privado,pt,private
privat,de,Private
privé,fr,private
premio,es,prize
premio,it,prize
probable,es,probable
probabilmente,it,probably
probablement,fr,probably
